   p;   T;   v;   S;   I;   U;   M;  Cp;   k; Cp';  k';  Ap;  Bv;  Gt; MMg;  Rg; Cpg;  kg;Cp'g; k'g;  Mu;  Lt; Lt';  Pr; Pr';   A;   z;  Bm;O;O2;H;H2;OH;HO2;H2O;H2O2;Cl;Cl2;ClO;ClO2;Cl2O;HCl;HOCl;N;N2;N3;NO;NO2;N2O;N2O3;NH;NH2;NH3;N2H2;N2H4;HN3;HNO;HNO2;HNO3;NH3O;N2H2O2;ClNO;ClNO2;C;C2;C3;CO;CO2;C2O;C3O2;CH;CH2;CH3;CH4;C2H;C2H2;C2H3;C2H4;C2H5;C3H;CHO;CHO2;CH2O;CH2O2;CH3O;CH4O;C2H4O2;CCl;CCl2;CCl3;C2Cl;C2Cl2;ClCO;Cl2CO;CHCl;CH2Cl;CH3Cl;CHCl2;CH2Cl2;CHCl3;C2HCl;C2H3Cl;HClCO;CN;CN2;C2N;C2N2;NCO;HCN;HNC;C2HN;C3HN;N2C;ClCN;Al;Al2;AlO2;Al2O;Al2O2;Al2O3(c);Al2O3;AlH;AlH2;AlH3;AlOH;HAlO;HAlO2;AlO2H2;AlO3H3;AlCl;AlCl2;AlCl3;Al2Cl6;AlOCl;AlOCl2;AlHCl;AlH2Cl;AlHCl2;AlOHCl;AlO2H2Cl;AlOHCl2;AlN;AlC;AlC2;Al2C2;O3;e-;O+;O-;O2+;O2-;H+;H-;H2+;H3+;OH+;OH-;HO2-;H2O+;H3O+;Cl-;N2+;NO+;NO2+;NO2-;NO3-;NH+;NH4+;C-;C2-;CO+;CO2+;CHO+;CN-;Al+;AlO-;AlO2-;AlO
5.95;3828.9;0.17895;9.37637;-527.6;-1509.44;36.5264;1.80273;1.18239;4.89239;1.15996;0.0004174;0.0004034;1.76898E-07;20.5083;405.414;1.89663;1.27187;4.34052;1.21006;0.0000943;0.369465;1.42895;0.484045;0.286419;1092.66;0.314077;0.0408067;0.0793559;0.0101031;2.36774;7.29219;0.431085;0.0000878;2.47464;0.0000156;0.147798;0.0000458;0.0001429;2.86773E-09;6.28633E-10;0.701166;0.0000661;0.0019898;8.24803;2.28077E-08;0.0743195;8.1914E-06;0.0000194;1.11651E-12;0.0020894;0.000677;0.0004481;1.94444E-07;6.0926E-11;1.17863E-08;0.0001482;1.97148E-06;4.19751E-11;1.83604E-08;2.79059E-14;2.12574E-06;2.04728E-11;2.29682E-06;5.57525E-10;8.16144E-13;10.4091;0.402254;4.45785E-07;3.60812E-10;1.27863E-06;1.65548E-06;2.7154E-06;7.06827E-07;1.91905E-08;8.86212E-08;3.15451E-10;3.8985E-11;1.40282E-13;3.62725E-11;0.0017069;0.0001066;0.0000582;0.0000161;5.09333E-09;8.77448E-12;2.08549E-13;2.83016E-07;4.18061E-10;7.29486E-14;3.43918E-11;4.38392E-13;0.0000307;3.80974E-09;3.94956E-08;4.23207E-08;3.40994E-09;2.49472E-10;1.05985E-11;4.61243E-14;3.7365E-10;6.03438E-13;1.08841E-06;0.0000494;5.06981E-07;2.04617E-09;3.31394E-09;6.39196E-06;0.0008806;8.51607E-06;6.05574E-10;2.28459E-11;0.0000105;1.04092E-06;0.0711866;0.0000245;0.0006132;0.0793322;0.0031764;3.08035;0.0000298;0.0127012;0.0002258;4.47667E-07;0.272137;0.0001623;0.0024335;0.018751;0.0001006;0.195914;0.0085847;0.0000647;7.1162E-14;0.0128076;0.0000691;0.0027303;5.69384E-06;0.000044;0.0263341;0.0003985;0.0004921;0.0002245;1.11803E-07;1.77584E-10;5.28829E-12;1.61827E-10;0.0000801;1.82809E-13;1.0572E-06;5.0557E-12;2.00335E-08;6.3323E-12;2.7465E-06;1.0118E-12;9.61229E-11;1.90111E-11;6.31124E-06;2.30252E-09;6.41641E-10;4.47649E-08;0.0003662;2.5496E-13;3.75976E-08;1.93543E-13;1.55639E-09;1.2307E-13;1.47092E-13;1.41508E-10;1.12715E-11;2.50302E-12;3.06247E-11;1.15572E-11;1.75112E-08;5.47948E-07;0.0006842;0.0002242;3.10821E-06;0.0897755
6.1;3832.14;0.174635;9.36945;-527.6;-1510;36.5156;1.80287;1.1823;4.87089;1.15989;0.000416;0.0004022;1.72509E-07;20.5126;405.329;1.89687;1.27175;4.32253;1.21018;0.0000943;0.369675;1.42208;0.48411;0.286774;1093;0.314175;0.0407844;0.0784146;0.0099798;2.35339;7.29809;0.429011;0.0000879;2.47618;0.0000158;0.146936;0.0000461;0.0001429;2.88668E-09;6.38292E-10;0.701981;0.0000666;0.0019903;8.24813;2.33774E-08;0.0740415;8.20324E-06;0.0000196;1.14186E-12;0.0021093;0.0006897;0.0004596;2.00858E-07;6.43731E-11;1.21933E-08;0.0001497;1.99441E-06;4.26874E-11;1.89918E-08;2.90529E-14;2.15068E-06;2.08274E-11;2.33368E-06;5.80765E-10;8.6889E-13;10.4093;0.402001;4.60892E-07;3.79808E-10;1.31192E-06;1.71088E-06;2.82505E-06;7.41231E-07;2.01001E-08;9.32793E-08;3.36546E-10;4.19163E-11;1.53011E-13;3.88555E-11;0.0017364;0.0001084;0.0000597;0.0000165;5.31555E-09;9.27605E-12;2.24232E-13;2.89973E-07;4.32829E-10;7.64651E-14;3.60787E-11;4.63874E-13;0.0000313;3.9241E-09;4.08613E-08;4.41294E-08;3.58373E-09;2.60649E-10;1.11697E-11;4.88265E-14;3.94289E-10;6.5034E-13;1.1192E-06;0.0000504;5.24071E-07;2.14616E-09;3.49427E-09;6.52642E-06;0.0009038;8.77986E-06;6.41233E-10;2.46287E-11;0.0000109;1.07179E-06;0.0706507;0.0000246;0.0006099;0.0789646;0.0031605;3.08132;0.0000297;0.0127441;0.0002295;4.60618E-07;0.272006;0.0001631;0.0024343;0.0189334;0.0001025;0.195552;0.0086515;0.0000658;7.52755E-14;0.0127862;0.0000698;0.0027632;5.83473E-06;0.0000449;0.0265673;0.0004058;0.0005007;0.0002264;1.14519E-07;1.85912E-10;5.56991E-12;1.6237E-10;0.0000792;1.84776E-13;1.05352E-06;5.08776E-12;2.00101E-08;6.43789E-12;2.75805E-06;1.04104E-12;9.91149E-11;1.93193E-11;6.32821E-06;2.32208E-09;6.55129E-10;4.58318E-08;0.0003651;2.62188E-13;3.78876E-08;1.96337E-13;1.568E-09;1.24473E-13;1.51708E-13;1.47897E-10;1.15548E-11;2.61552E-12;3.13594E-11;1.18217E-11;1.79679E-08;5.60882E-07;0.0006812;0.0002231;3.09627E-06;0.0890851
6.25;3835.29;0.170526;9.3627;-527.6;-1510.54;36.5051;1.803;1.18221;4.85001;1.15981;0.0004147;0.0004011;1.68331E-07;20.5168;405.247;1.89711;1.27164;4.30508;1.21031;0.0000944;0.36988;1.41541;0.484173;0.287124;1093.32;0.314272;0.0407626;0.0775033;0.0098605;2.33943;7.30385;0.426985;0.000088;2.47767;0.0000159;0.146096;0.0000464;0.0001429;2.90508E-09;6.47828E-10;0.702776;0.0000671;0.0019907;8.24823;2.3946E-08;0.0737688;8.21437E-06;0.0000198;1.16706E-12;0.0021288;0.0007023;0.000471;2.07317E-07;6.79237E-11;1.26036E-08;0.0001512;2.01694E-06;4.3391E-11;1.96282E-08;3.02157E-14;2.17521E-06;2.11779E-11;2.37012E-06;6.04355E-10;9.23625E-13;10.4094;0.401753;4.76118E-07;3.99307E-10;1.3452E-06;1.76669E-06;2.93632E-06;7.76429E-07;2.10289E-08;9.80615E-08;3.58492E-10;4.49898E-11;1.66547E-13;4.15531E-11;0.0017656;0.0001102;0.0000613;0.000017;5.54164E-09;9.79293E-12;2.40673E-13;2.96918E-07;4.47733E-10;8.0058E-14;3.78038E-11;4.90163E-13;0.0000319;4.03893E-09;4.22387E-08;4.59686E-08;3.76188E-09;2.72035E-10;1.17568E-11;5.16153E-14;4.15527E-10;6.99628E-13;1.15007E-06;0.0000515;5.41293E-07;2.24839E-09;3.6797E-09;6.66019E-06;0.0009271;9.04505E-06;6.78046E-10;2.65028E-11;0.0000112;1.10278E-06;0.0701287;0.0000248;0.0006066;0.0786035;0.003145;3.08227;0.0000297;0.0127856;0.0002331;4.73598E-07;0.271869;0.0001639;0.0024349;0.0191125;0.0001045;0.195194;0.0087169;0.0000669;7.95183E-14;0.012765;0.0000706;0.0027956;5.9754E-06;0.0000458;0.0267961;0.000413;0.0005092;0.0002282;1.17227E-07;1.94407E-10;5.85885E-12;1.62886E-10;0.0000784;1.86697E-13;1.04986E-06;5.11875E-12;1.99853E-08;6.54213E-12;2.7692E-06;1.07031E-12;1.0212E-10;1.96232E-11;6.34444E-06;2.34113E-09;6.68525E-10;4.68961E-08;0.000364;2.69417E-13;3.81707E-08;1.99086E-13;1.57929E-09;1.25845E-13;1.56338E-13;1.54409E-10;1.18373E-11;2.73003E-12;3.20913E-11;1.20848E-11;1.84245E-08;5.73777E-07;0.0006782;0.000222;3.08444E-06;0.0884122
6.4;3838.37;0.166607;9.35611;-527.6;-1511.06;36.4948;1.80313;1.18212;4.82972;1.15974;0.0004135;0.0003999;1.64351E-07;20.5208;405.168;1.89734;1.27153;4.28814;1.21043;0.0000945;0.370081;1.40892;0.484235;0.287468;1093.64;0.314367;0.0407411;0.0766205;0.0097449;2.32583;7.30948;0.425005;0.000088;2.4791;0.0000161;0.145278;0.0000467;0.0001429;2.92297E-09;6.57242E-10;0.703551;0.0000677;0.0019911;8.24832;2.45137E-08;0.0735012;8.22482E-06;0.0000199;1.19209E-12;0.002148;0.0007147;0.0004825;2.13818E-07;7.15781E-11;1.30171E-08;0.0001526;2.0391E-06;4.40862E-11;2.02695E-08;3.13942E-14;2.19934E-06;2.15245E-11;2.40616E-06;6.2829E-10;9.80372E-13;10.4096;0.401508;4.91461E-07;4.19312E-10;1.37846E-06;1.82291E-06;3.04919E-06;8.12418E-07;2.19768E-08;1.02968E-07;3.813E-10;4.8209E-11;1.8092E-13;4.43675E-11;0.0017946;0.000112;0.0000628;0.0000174;5.77159E-09;1.03252E-11;2.57889E-13;3.03851E-07;4.62768E-10;8.37269E-14;3.95669E-11;5.17263E-13;0.0000324;4.15424E-09;4.36274E-08;4.78379E-08;3.94439E-09;2.83628E-10;1.23597E-11;5.4491E-14;4.37367E-10;7.51362E-13;1.18102E-06;0.0000525;5.58642E-07;2.35286E-09;3.87025E-09;6.79327E-06;0.0009505;9.3116E-06;7.16019E-10;2.84706E-11;0.0000115;1.1339E-06;0.0696198;0.0000249;0.0006033;0.0782487;0.0031297;3.0832;0.0000296;0.0128258;0.0002368;4.86606E-07;0.271727;0.0001647;0.0024354;0.0192884;0.0001064;0.194841;0.0087812;0.0000679;8.38912E-14;0.0127439;0.0000713;0.0028275;6.11587E-06;0.0000467;0.0270208;0.0004202;0.0005176;0.00023;1.19925E-07;2.03067E-10;6.1551E-12;1.63376E-10;0.0000776;1.88572E-13;1.04622E-06;5.14871E-12;1.99594E-08;6.64504E-12;2.77997E-06;1.09961E-12;1.05137E-10;1.99231E-11;6.35994E-06;2.35968E-09;6.81831E-10;4.79577E-08;0.000363;2.76649E-13;3.8447E-08;2.01791E-13;1.59026E-09;1.27187E-13;1.60983E-13;1.61042E-10;1.21188E-11;2.84651E-12;3.28204E-11;1.23466E-11;1.88809E-08;5.86632E-07;0.0006753;0.0002209;3.07269E-06;0.087756
6.55;3841.37;0.162866;9.34967;-527.6;-1511.58;36.4849;1.80326;1.18204;4.80998;1.15967;0.0004123;0.0003988;1.60553E-07;20.5247;405.091;1.89756;1.27142;4.27167;1.21055;0.0000945;0.370277;1.40261;0.484294;0.287806;1093.95;0.31446;0.04072;0.0757648;0.0096328;2.31259;7.31497;0.423068;0.0000881;2.48049;0.0000162;0.144481;0.000047;0.0001429;2.94036E-09;6.66539E-10;0.704308;0.0000682;0.0019913;8.24842;2.50805E-08;0.0732386;8.23463E-06;0.0000201;1.21697E-12;0.0021669;0.0007272;0.0004939;2.20362E-07;7.53369E-11;1.34339E-08;0.000154;2.06089E-06;4.47732E-11;2.09156E-08;3.25881E-14;2.22309E-06;2.18672E-11;2.44179E-06;6.52566E-10;1.03915E-12;10.4098;0.401268;5.06917E-07;4.39822E-10;1.41171E-06;1.87953E-06;3.16365E-06;8.49199E-07;2.29438E-08;1.07999E-07;4.04985E-10;5.15771E-11;1.96161E-13;4.73008E-11;0.0018233;0.0001138;0.0000644;0.0000178;6.00535E-09;1.0873E-11;2.75897E-13;3.10772E-07;4.77935E-10;8.74716E-14;4.1368E-11;5.4518E-13;0.000033;4.27001E-09;4.50274E-08;4.97372E-08;4.13125E-09;2.95426E-10;1.29785E-11;5.74544E-14;4.59811E-10;8.05602E-13;1.21205E-06;0.0000536;5.76119E-07;2.45956E-09;4.06593E-09;6.92568E-06;0.0009738;9.57948E-06;7.55162E-10;3.05345E-11;0.0000118;1.16514E-06;0.0691235;0.000025;0.0006001;0.0778999;0.0031147;3.08411;0.0000296;0.0128648;0.0002403;4.9964E-07;0.27158;0.0001655;0.0024359;0.0194611;0.0001083;0.194493;0.0088444;0.000069;8.83951E-14;0.012723;0.0000719;0.002859;6.25612E-06;0.0000476;0.0272415;0.0004273;0.000526;0.0002317;1.22615E-07;2.11891E-10;6.45865E-12;1.63841E-10;0.0000768;1.90405E-13;1.04259E-06;5.17769E-12;1.99324E-08;6.74668E-12;2.79039E-06;1.12892E-12;1.08167E-10;2.02189E-11;6.37476E-06;2.37776E-09;6.9505E-10;4.90168E-08;0.0003619;2.83882E-13;3.87168E-08;2.04454E-13;1.60093E-09;1.285E-13;1.65641E-13;1.67795E-10;1.23993E-11;2.96495E-12;3.35469E-11;1.26071E-11;1.93372E-08;5.99447E-07;0.0006724;0.0002199;3.06104E-06;0.0871157
6.7;3844.3;0.15929;9.34338;-527.6;-1512.08;36.4751;1.80338;1.18195;4.79077;1.15961;0.0004111;0.0003977;1.56926E-07;20.5285;405.016;1.89779;1.27132;4.25565;1.21066;0.0000946;0.370468;1.39646;0.484352;0.288139;1094.25;0.314552;0.0406992;0.0749347;0.0095241;2.29969;7.32033;0.421173;0.0000882;2.48183;0.0000164;0.143704;0.0000473;0.0001428;2.95728E-09;6.75723E-10;0.705047;0.0000686;0.0019915;8.24851;2.56462E-08;0.0729808;8.24385E-06;0.0000203;1.24169E-12;0.0021854;0.0007395;0.0005054;2.26947E-07;7.92006E-11;1.38539E-08;0.0001554;2.08233E-06;4.54523E-11;2.15664E-08;3.37972E-14;2.24648E-06;2.22063E-11;2.47705E-06;6.77178E-10;1.09999E-12;10.41;0.401033;5.22485E-07;4.60838E-10;1.44494E-06;1.93654E-06;3.27967E-06;8.86771E-07;2.39298E-08;1.13155E-07;4.29558E-10;5.50974E-11;2.123E-13;5.03551E-11;0.0018518;0.0001156;0.0000659;0.0000183;6.2429E-09;1.14363E-11;2.94715E-13;3.1768E-07;4.93229E-10;9.12917E-14;4.32068E-11;5.73919E-13;0.0000336;4.38623E-09;4.64383E-08;5.16661E-08;4.32249E-09;3.07429E-10;1.36132E-11;6.05059E-14;4.82861E-10;8.6241E-13;1.24316E-06;0.0000546;5.93719E-07;2.56848E-09;4.26676E-09;7.05744E-06;0.0009972;9.84868E-06;7.95481E-10;3.26968E-11;0.0000122;1.19651E-06;0.0686392;0.0000251;0.000597;0.077557;0.0030999;3.08502;0.0000295;0.0129025;0.0002439;5.127E-07;0.271428;0.0001663;0.0024362;0.0196309;0.0001102;0.194149;0.0089064;0.00007;9.30307E-14;0.0127022;0.0000726;0.0028901;6.39616E-06;0.0000485;0.0274584;0.0004344;0.0005343;0.0002334;1.25297E-07;2.20878E-10;6.76948E-12;1.64282E-10;0.000076;1.92196E-13;1.03899E-06;5.20573E-12;1.99044E-08;6.84706E-12;2.80046E-06;1.15825E-12;1.11208E-10;2.05108E-11;6.38894E-06;2.39539E-09;7.08181E-10;5.00733E-08;0.0003609;2.91116E-13;3.89804E-08;2.07075E-13;1.61131E-09;1.29785E-13;1.70312E-13;1.74668E-10;1.2679E-11;3.08533E-12;3.42706E-11;1.28662E-11;1.97934E-08;6.12224E-07;0.0006696;0.0002188;3.04948E-06;0.0864906
6.85;3847.16;0.155869;9.33724;-527.6;-1512.56;36.4656;1.80351;1.18187;4.77207;1.15954;0.0004099;0.0003967;1.53459E-07;20.5321;404.944;1.898;1.27122;4.24007;1.21078;0.0000946;0.370656;1.39047;0.484409;0.288467;1094.55;0.314643;0.0406788;0.0741289;0.0094186;2.2871;7.32557;0.419318;0.0000882;2.48313;0.0000165;0.142946;0.0000476;0.0001428;2.97374E-09;6.84796E-10;0.705769;0.0000691;0.0019916;8.2486;2.6211E-08;0.0727275;8.25249E-06;0.0000204;1.26626E-12;0.0022036;0.0007517;0.0005168;2.33573E-07;8.31695E-11;1.42769E-08;0.0001568;2.10343E-06;4.61237E-11;2.22219E-08;3.50213E-14;2.2695E-06;2.25417E-11;2.51193E-06;7.02125E-10;1.16291E-12;10.4102;0.400801;5.38164E-07;4.82362E-10;1.47816E-06;1.99394E-06;3.39725E-06;9.25134E-07;2.49347E-08;1.18436E-07;4.55033E-10;5.87733E-11;2.2937E-13;5.35326E-11;0.0018801;0.0001174;0.0000675;0.0000187;6.48421E-09;1.20152E-11;3.1436E-13;3.24577E-07;5.08649E-10;9.51869E-14;4.50833E-11;6.03483E-13;0.0000341;4.5029E-09;4.786E-08;5.36244E-08;4.51808E-09;3.19634E-10;1.4264E-11;6.36462E-14;5.0652E-10;9.21847E-13;1.27435E-06;0.0000556;6.1144E-07;2.67962E-09;4.47275E-09;7.18857E-06;0.0010206;0.0000101;8.36984E-10;3.49598E-11;0.0000125;1.22799E-06;0.0681663;0.0000253;0.0005939;0.0772197;0.0030854;3.0859;0.0000294;0.0129391;0.0002474;5.25784E-07;0.271271;0.000167;0.0024364;0.0197978;0.0001121;0.19381;0.0089673;0.000071;9.77988E-14;0.0126817;0.0000733;0.0029207;6.53599E-06;0.0000494;0.0276716;0.0004414;0.0005425;0.0002351;1.27969E-07;2.30026E-10;7.0876E-12;1.647E-10;0.0000753;1.93948E-13;1.03541E-06;5.23288E-12;1.98755E-08;6.94624E-12;2.8102E-06;1.1876E-12;1.1426E-10;2.0799E-11;6.4025E-06;2.41258E-09;7.21228E-10;5.11273E-08;0.0003599;2.98349E-13;3.92381E-08;2.09657E-13;1.62141E-09;1.31042E-13;1.74995E-13;1.8166E-10;1.29577E-11;3.20762E-12;3.49916E-11;1.31241E-11;2.02494E-08;6.24963E-07;0.0006668;0.0002178;3.03802E-06;0.08588
7;3849.95;0.152594;9.33123;-527.6;-1513.04;36.4563;1.80362;1.18179;4.75384;1.15948;0.0004088;0.0003956;1.50141E-07;20.5357;404.873;1.89822;1.27112;4.2249;1.21089;0.0000946;0.370839;1.38463;0.484464;0.28879;1094.83;0.314732;0.0406587;0.0733463;0.0093161;2.27483;7.3307;0.417501;0.0000883;2.48439;0.0000167;0.142206;0.0000479;0.0001428;2.98977E-09;6.93763E-10;0.706475;0.0000696;0.0019916;8.24869;2.67748E-08;0.0724787;8.26059E-06;0.0000206;1.29068E-12;0.0022216;0.0007639;0.0005283;2.40239E-07;8.72441E-11;1.4703E-08;0.0001581;2.12419E-06;4.67876E-11;2.28818E-08;3.62601E-14;2.29219E-06;2.28737E-11;2.54645E-06;7.274E-10;1.22794E-12;10.4103;0.400573;5.53951E-07;5.04394E-10;1.51135E-06;2.05171E-06;3.51636E-06;9.64286E-07;2.59584E-08;1.23842E-07;4.81421E-10;6.2608E-11;2.47401E-13;5.68355E-11;0.0019082;0.0001191;0.0000691;0.0000191;6.72925E-09;1.26098E-11;3.3485E-13;3.31462E-07;5.24192E-10;9.91571E-14;4.69975E-11;6.33879E-13;0.0000347;4.61999E-09;4.92923E-08;5.5612E-08;4.71805E-09;3.32042E-10;1.49308E-11;6.68756E-14;5.3079E-10;9.83973E-13;1.30561E-06;0.0000566;6.29281E-07;2.79297E-09;4.68393E-09;7.31906E-06;0.0010441;0.0000104;8.79679E-10;3.7326E-11;0.0000129;1.25958E-06;0.0677044;0.0000254;0.0005909;0.076888;0.0030711;3.08678;0.0000294;0.0129745;0.0002508;5.38892E-07;0.271111;0.0001677;0.0024365;0.019962;0.000114;0.193475;0.0090273;0.000072;1.027E-13;0.0126612;0.0000739;0.0029509;6.67561E-06;0.0000503;0.0278813;0.0004483;0.0005507;0.0002368;1.30633E-07;2.39335E-10;7.41299E-12;1.65097E-10;0.0000745;1.9566E-13;1.03185E-06;5.25917E-12;1.98458E-08;7.04423E-12;2.81963E-06;1.21696E-12;1.17324E-10;2.10834E-11;6.41548E-06;2.42935E-09;7.34192E-10;5.21789E-08;0.0003589;3.05583E-13;3.94901E-08;2.12199E-13;1.63124E-09;1.32274E-13;1.79689E-13;1.88771E-10;1.32355E-11;3.33182E-12;3.571E-11;1.33808E-11;2.07052E-08;6.37664E-07;0.0006641;0.0002168;3.02665E-06;0.0852834
7.15;3852.69;0.149454;9.32535;-527.6;-1513.51;36.4473;1.80374;1.18171;4.73608;1.15942;0.0004077;0.0003946;1.46963E-07;20.5392;404.805;1.89843;1.27102;4.21012;1.211;0.0000947;0.371019;1.37894;0.484517;0.289109;1095.11;0.31482;0.040639;0.0725857;0.0092165;2.26284;7.33572;0.415721;0.0000883;2.48561;0.0000168;0.141483;0.0000481;0.0001427;3.00539E-09;7.02625E-10;0.707165;0.0000701;0.0019916;8.24878;2.73377E-08;0.0722342;8.26819E-06;0.0000207;1.31496E-12;0.0022392;0.000776;0.0005398;2.46945E-07;9.14248E-11;1.51321E-08;0.0001594;2.14464E-06;4.74442E-11;2.35463E-08;3.75135E-14;2.31454E-06;2.32021E-11;2.58061E-06;7.53002E-10;1.29508E-12;10.4105;0.400348;5.69843E-07;5.26934E-10;1.54452E-06;2.10985E-06;3.63701E-06;1.00423E-06;2.70009E-08;1.29374E-07;5.08735E-10;6.6605E-11;2.66426E-13;6.02657E-11;0.0019361;0.0001209;0.0000706;0.0000195;6.97799E-09;1.32201E-11;3.56201E-13;3.38335E-07;5.39858E-10;1.03202E-13;4.89491E-11;6.65111E-13;0.0000352;4.7375E-09;5.0735E-08;5.76287E-08;4.92239E-09;3.4465E-10;1.56136E-11;7.01947E-14;5.55673E-10;1.04885E-12;1.33694E-06;0.0000577;6.4724E-07;2.90852E-09;4.90031E-09;7.44895E-06;0.0010676;0.0000107;9.23573E-10;3.97978E-11;0.0000132;1.29129E-06;0.0672529;0.0000255;0.0005879;0.0765615;0.003057;3.08764;0.0000293;0.013009;0.0002543;5.52022E-07;0.270947;0.0001684;0.0024366;0.0201235;0.0001158;0.193144;0.0090862;0.0000731;1.07735E-13;0.012641;0.0000746;0.0029807;6.81502E-06;0.0000512;0.0280875;0.0004553;0.0005588;0.0002384;1.33288E-07;2.48804E-10;7.74563E-12;1.65474E-10;0.0000738;1.97336E-13;1.02831E-06;5.28464E-12;1.98152E-08;7.14106E-12;2.82876E-06;1.24634E-12;1.20398E-10;2.13643E-11;6.42791E-06;2.44571E-09;7.47074E-10;5.3228E-08;0.0003579;3.12815E-13;3.97366E-08;2.14705E-13;1.64082E-09;1.3348E-13;1.84395E-13;1.96E-10;1.35123E-11;3.45789E-12;3.64258E-11;1.36362E-11;2.11608E-08;6.50327E-07;0.0006614;0.0002158;3.01539E-06;0.0847002
7.3;3855.36;0.146442;9.31959;-527.6;-1513.96;36.4384;1.80386;1.18164;4.71875;1.15936;0.0004066;0.0003936;1.43916E-07;20.5426;404.738;1.89864;1.27093;4.19572;1.21111;0.0000947;0.371195;1.37493;0.484569;0.289096;1095.39;0.314906;0.0406195;0.0718461;0.0091197;2.25113;7.34063;0.413977;0.0000883;2.48679;0.0000169;0.140777;0.0000484;0.0001427;3.0206E-09;7.11386E-10;0.70784;0.0000705;0.0019916;8.24887;2.78996E-08;0.0719938;8.2753E-06;0.0000209;1.33908E-12;0.0022566;0.000788;0.0005512;2.53688E-07;9.5712E-11;1.55641E-08;0.0001607;2.16479E-06;4.80936E-11;2.42151E-08;3.87812E-14;2.33657E-06;2.35273E-11;2.61443E-06;7.78925E-10;1.36438E-12;10.4107;0.400127;5.85841E-07;5.49985E-10;1.57768E-06;2.16836E-06;3.75917E-06;1.04496E-06;2.80621E-08;1.35031E-07;5.36987E-10;7.07675E-11;2.86478E-13;6.38254E-11;0.0019637;0.0001226;0.0000722;0.00002;7.23042E-09;1.38463E-11;3.78431E-13;3.45196E-07;5.55643E-10;1.07321E-13;5.0938E-11;6.97183E-13;0.0000358;4.85543E-09;5.2188E-08;5.96741E-08;5.1311E-09;3.57458E-10;1.63126E-11;7.3604E-14;5.81172E-10;1.11654E-12;1.36834E-06;0.0000587;6.65314E-07;3.02627E-09;5.1219E-09;7.57824E-06;0.0010911;0.0000109;9.68673E-10;4.23774E-11;0.0000135;1.3231E-06;0.0668116;0.0000256;0.000585;0.0762402;0.0030432;3.08849;0.0000293;0.0130424;0.0002577;5.65173E-07;0.27078;0.0001691;0.0024366;0.0202824;0.0001177;0.192816;0.0091442;0.0000741;1.12905E-13;0.0126209;0.0000752;0.0030101;6.95422E-06;0.000052;0.0282904;0.0004621;0.0005669;0.0002399;1.35935E-07;2.58431E-10;8.08552E-12;1.65832E-10;0.0000731;1.98975E-13;1.0248E-06;5.30933E-12;1.9784E-08;7.23678E-12;2.83761E-06;1.27572E-12;1.23483E-10;2.16417E-11;6.43981E-06;2.46169E-09;7.59877E-10;5.42747E-08;0.0003569;3.20046E-13;3.99778E-08;2.17173E-13;1.65016E-09;1.34662E-13;1.89111E-13;2.03346E-10;1.37883E-11;3.58583E-12;3.71389E-11;1.38904E-11;2.16162E-08;6.62954E-07;0.0006587;0.0002148;3.00422E-06;0.0841299
